고유번호,순번,주주,관계,지분율
00145464,14,개인,친인척,0.11
00145464,15,이구무역(주),계열사,0.5
00145464,16,개인,제,3.61
00145464,17,개인,제,3.59
00145464,18,개인,제,3.01
00145464,19,개인,처,2.87
00145464,20,개인,자,2.28
00145464,21,개인,자,2.06
00145464,22,개인,친인척,0.57
00145464,23,개인,,50.51
00145464,24,개인,,
00109161,0,(주)태경비케이,최대주주,40.01
00109161,1,태경산업(주),특수관계인,16.35
00109161,2,태경에코(주),특수관계인,2.29
00109161,3,개인,특수관계인,0.02
00109161,4,개인,,58.67
00109161,5,개인,,0.0
00529815,0,개인,본인,14.18
00529815,1,개인,임원,2.83
00529815,2,개인,임원,4.22
00529815,3,개인,임원,4.23
00529815,4,개인,,25.46
00529815,5,개인,,
00101628,0,개인,최대주주본인,20.98
00101628,1,개인,재단,4.78
00101628,2,(주)이매진,-,5.02
00101628,3,(주)두레마을,-,0.11
00101628,4,(주)경방어패럴,-,2.7
00101628,5,(주)브이뱅크컨설팅,-,0.44
00101628,6,(주)비엔엔,-,0.68
00101628,7,(주)케이블앤텔레콤,-,0.14
00101628,8,(주)프로비던스,-,0.0
00101628,9,개인,-,1.87
00101628,10,(재)경방사내근로복지기금,-,0.08
00101628,11,개인,친인척,1.48
00101628,12,개인,친인척,0.0
00101628,13,개인,친인척,0.07
00101628,14,개인,친인척,0.11
00101628,15,단암시스템즈(주),-,0.04
00101628,16,에나에스테이트(주),-,0.0
00101628,17,개인,친인척,13.44
00101628,18,개인,친인척,0.05
00101628,19,개인,친인척,0.36
00101628,20,개인,친인척,0.01
00101628,21,개인,친인척,0.13
00101628,22,개인,친인척,0.0
00101628,23,개인,친인척,3.65
00101628,24,개인,,56.15
00101628,25,개인,,
00363486,0,개인,최대주주 본인,40.14
00363486,1,개인,대표이사,2.97
00363486,2,개인,미등기임원,0.53
00363486,3,개인,,43.64
00363486,4,개인,,
00823429,0,"(주)한국
화장품제조",본인,20.0
00823429,1,개인,특수관계인,0.1
00823429,2,개인,특수관계인,1.1
00823429,3,개인,특수관계인,0.33
00823429,4,개인,특수관계인,11.54
00823429,5,개인,특수관계인,9.45
00823429,6,개인,특수관계인,4.74
00823429,7,개인,특수관계인,2.9
00823429,8,개인,특수관계인,0.0
00823429,9,개인,특수관계인,0.24
00823429,10,개인,특수관계인,0.15
00823429,11,개인,특수관계인,0.1
00823429,12,개인,,50.65
00823429,13,개인,,
00303396,0,한국지주(주),최대주주 본인,42.11
00303396,1,개인,,42.11
00303396,2,개인,,
00174004,0,개인,회      장,22.05
00174004,1,개인,제 수,0.33
00174004,2,개인,제 수,0.05
00174004,3,개인,제,0.8
00174004,4,개인,제,0.73
00174004,5,개인,"특수관계인
출자회사",4.24
00174004,6,개인,"특수관계인
출자회사",2.78
00174004,7,개인,"특수관계인
출자회사",2.7
00174004,8,개인,"자
(대표이사 사장)",3.19
00174004,9,개인,제,2.24
00174004,10,개인,제,2.1
00174004,11,개인,제,5.77
00174004,12,개인,제,0.88
00174004,13,개인,처,0.53
00174004,14,개인,제 수,0.32
00174004,15,개인,제 수,0.04
00174004,16,개인,,48.75
00174004,17,개인,,0.0
00174004,18,개인,,0.0
00974927,0,개인,최대주주,36.5
00974927,1,개인,임원,0.02
00974927,2,개인,,36.52
00974927,3,개인,,
00123107,0,개인,본인,26.16
00123107,1,개인,특수관계인,6.71
00123107,2,개인,특수관계인,0.35
00123107,3,개인,특수관계인,0.1
00123107,4,개인,특수관계인,0.17
00123107,5,개인,,33.49
00123107,6,개인,,
00165343,0,개인,최대주주,11.86
00165343,1,개인,친인척,0.04
00165343,2,개인,친인척,0.04
00165343,3,개인,친인척,0.04
00165343,4,개인,친인척,0.04
00165343,5,개인,친인척,0.02
00165343,6,개인,친인척,5.74
00165343,7,개인,친인척,0.62
00165343,8,개인,친인척,0.53
00165343,9,개인,친인척,0.39
00165343,10,개인,친인척,0.35
00165343,11,개인,임원,0.0
00165343,12,개인,임원,0.0
00165343,13,개인,친인척,0.04
00165343,14,개인,,19.71
00165343,15,개인,,
00148595,0,개인,본인,34.79
00148595,1,(주)대양,특수관계인,4.35
00148595,2,광림산업(주),특수관계인,2.52
00148595,3,(주)제이아이테크,특수관계인,0.82
00148595,4,(주)신보,특수관계인,1.49
00148595,5,(주)신화테크,특수관계인,0.95
00148595,6,개인,,44.92
00148595,7,개인,,
00258689,0,개인,최대주주,15.37
00258689,1,개인,"특수관계
(대표이사)",0.41
00258689,2,개인,"특수관계
(부사장)",0.04
00258689,3,개인,,15.82
00258689,4,개인,,
01117422,0,개인,본인,35.46
01117422,1,개인,임원,0.87
01117422,2,개인,임원,0.88
01117422,3,개인,임원,0.4
01117422,4,개인,친인척,3.98
01117422,5,개인,친인척,0.08
01117422,6,개인,친인척,0.3
01117422,7,개인,친인척,0.04
01117422,8,개인,친인척,0.3
01117422,9,개인,임원,0.8
01117422,10,개인,임원,2.23
01117422,11,개인,임원,0.67
01117422,12,개인,,46.01
01117422,13,개인,,
00162993,0,개인,본인,31.23
00162993,1,개인,친족,1.65
00162993,2,개인,친족,0.94
00162993,3,개인,친족,0.94
00162993,4,개인,친족,3.08
00162993,5,개인,친족,0.28
00162993,6,개인,친족,0.28
00162993,7,개인,친족,0.82
00162993,8,개인,친족,0.5
00162993,9,우덕재단,기타,4.21
00162993,10,"HHH GLOBAL
PTE. LTD","계열
회사",0.97
00162993,11,개인,친족,16.33
00162993,12,개인,친족,0.04
00162993,13,개인,친족,2.74
00162993,14,개인,친족,1.61
00162993,15,개인,친족,0.41
00162993,16,개인,친족,1.81
00162993,17,개인,친족,0.24
00162993,18,개인,친족,1.57
00162993,19,개인,,69.65
00162993,20,개인,,69.65
00800145,0,개인,최대주주,22.11
00800145,1,(주)인베스터유나이티드,관계사,17.69
00800145,2,(주)서진캠,관계사,18.17
00800145,3,개인,,57.97
00800145,4,개인,,
00411385,0,개인,본인,50.1
00411385,1,개인,임원,1.51
00411385,2,개인,계열회사 임원,1.02
00411385,3,개인,계열회사 임원,0.0
00411385,4,개인,,52.62
00411385,5,개인,,
00660291,0,개인,본인,14.07
00660291,1,개인,친인척,4.66
00660291,2,개인,친인척,0.73
00660291,3,개인,친인척,2.63
00660291,4,개인,친인척,1.16
00660291,5,개인,친인척,0.22
00660291,6,개인,,23.47
00660291,7,개인,,
01124653,0,(주)슈프리마에이치큐,최대주주,28.08
01124653,1,개인,대표이사,1.11
01124653,2,개인,계열회사 임원,1.81
01124653,3,개인,계열회사 임원,0.64
01124653,4,개인,기타,0.62
01124653,5,개인,기타,0.24
01124653,6,개인,대표이사,0.02
01124653,7,개인,계열회사 임원,0.07
01124653,8,개인,,32.6
01124653,9,개인,,
00332927,0,개인,본인,21.98
00332927,1,개인,특수관계인,19.26
00332927,2,개인,특수관계인,10.43
00332927,3,개인,특수관계인,3.41
00332927,4,개인,특수관계인,0.47
00332927,5,개인,특수관계인,0.47
00332927,6,개인,특수관계인,0.16
00332927,7,개인,특수관계인,0.01
00332927,8,개인,,56.18
00332927,9,개인,,
00266952,0,개인,본인,44.93
00266952,1,개인,임원,0.12
00266952,2,개인,임원,0.07
00266952,3,개인,,45.12
00266952,4,개인,,45.12
00398792,0,(주)SNT홀딩스,본인,45.12
00398792,1,(재)운해장학재단,"최대주주의
특수관계인",1.17
00398792,2,개인,,46.29
00398792,3,개인,,
00148920,0,개인,최대주주 본인,18.62
00148920,1,개인,최대주주의 방계혈족,0.0
00148920,2,개인,최대주주의 방계혈족,0.09
00148920,3,개인,최대주주의 방계혈족,0.09
00148920,4,개인,최대주주의 직계비속,0.16
00148920,5,개인,최대주주의 방계혈족,0.14
00148920,6,개인,최대주주의 직계존속,4.65
00148920,7,개인,최대주주의 방계혈족,5.82
00148920,8,개인,최대주주의 방계혈족,5.73
00148920,9,개인,최대주주의 방계혈족,1.52
00148920,10,개인,친인척,0.43
00148920,11,개인,최대주주의 방계혈족,0.48
00148920,12,개인,최대주주의 방계혈족,0.02
00148920,13,개인,최대주주의 방계혈족,0.01
00148920,14,개인,,37.78
00148920,15,개인,,
01170865,0,개인,본인,41.65
01170865,1,개인,특수관계인(배우자),10.72
01170865,2,주식회사 네오셈,자사주,3.12
01170865,3,개인,,55.49
01170865,4,개인,,
00484682,0,개인,본인,24.11
00484682,1,(주)에이치티솔루션,특수관계인,1.36
00484682,2,개인,특수관계인,0.03
00484682,3,개인,특수관계인,0.01
00484682,4,개인,,25.5
00484682,5,개인,,
01437292,0,주식회사 국민은행(미래에셋자산운용),"최대
주주",12.02
01437292,1,주식회사 국민은행(미래에셋자산운용),"최대
주주",11.53
01437292,2,개인,,12.02
01437292,3,개인,,
01437292,4,개인,,11.53
01437292,5,개인,,
00136864,0,개인,본인,25.38
00136864,1,개인,임원,0.45
00136864,2,개인,기타,0.45
00136864,3,개인,임원,0.45
00136864,4,개인,,26.73
00136864,5,개인,,0.0
00155373,0,개인,최대주주,29.51
00155373,1,개인,모,1.01
00155373,2,개인,,30.52
00155373,3,개인,,
00137809,0,개인,본인,45.9
00137809,1,개인,특수관계인,3.28
00137809,2,개인,특수관계인,0.32
00137809,3,개인,특수관계인,0.12
00137809,4,개인,특수관계인,0.61
00137809,5,개인,특수관계인,0.12
00137809,6,개인,특수관계인,0.06
00137809,7,개인,특수관계인,0.25
00137809,8,개인,특수관계인,0.12
00137809,9,개인,,50.78
00137809,10,개인,,
00111193,0,개인,본인,59.34
00111193,1,개인,모,0.11
00111193,2,개인,,59.45
00111193,3,개인,,
00490179,0,개인,본인,20.96
00490179,1,개인,계열회사 임원,0.16
00490179,2,개인,계열회사 임원,0.01
00490179,3,개인,계열회사 임원,0.03
00490179,4,개인,계열회사 임원,0.06
00490179,5,개인,계열회사 임원,0.0
00490179,6,개인,배우자,1.56
00490179,7,개인,자,0.12
00490179,8,개인,등기임원,0.18
00490179,9,개인,등기임원,0.12
00490179,10,개인,미등기임원,0.07
00490179,11,개인,미등기임원,0.04
00490179,12,개인,미등기임원,0.07
00490179,13,개인,미등기임원,0.06
00490179,14,개인,,23.44
00490179,15,개인,,
01258710,0,이비젼유한회사,최대주주,42.71
01258710,1,개인,임원,0.61
01258710,2,개인,,43.32
01258710,3,개인,,
00220686,0,개인,최대주주 본인,19.84
00220686,1,개인,최대주주의 자,10.09
00220686,2,개인,최대주주의 자,4.19
00220686,3,개인,최대주주의 자,3.62
00220686,4,개인,등기임원,0.23
00220686,5,개인,,37.97
00220686,6,개인,,
00429694,0,개인,최대주주,22.37
00429694,1,개인,임원,5.34
00429694,2,개인,,27.71
00429694,3,개인,,
00636656,0,개인,최대주주 본인,21.54
00636656,1,개인,최대주주 배우자,1.13
00636656,2,개인,최대주주 자녀,2.63
00636656,3,개인,최대주주 자녀,3.31
00636656,4,제이원글로벌㈜,계열회사,0.41
00636656,5,개인,,29.02
00636656,6,개인,,
00476036,0,개인,본   인,23.8
00476036,1,개인,미등기임원,0.02
00476036,2,개인,미등기임원,0.02
00476036,3,개인,미등기임원,0.03
00476036,4,개인,미등기임원,0.04
00476036,5,개인,배우자,0.12
00476036,6,개인,등기임원,4.75
00476036,7,개인,등기임원,2.13
00476036,8,개인,미등기임원,1.17
00476036,9,개인,미등기임원,0.49
00476036,10,개인,미등기임원,0.23
00476036,11,개인,미등기임원,0.08
00476036,12,개인,미등기임원,0.03
00476036,13,개인,,32.91
00476036,14,개인,,
00146269,0,개인,최대주주본인,21.62
00146269,1,개인,특수관계인,0.28
00146269,2,개인,특수관계인,0.32
00146269,3,개인,특수관계인,1.0
00146269,4,개인,특수관계인,0.19
00146269,5,개인,특수관계인,1.33
00146269,6,개인,특수관계인,2.14
00146269,7,개인,특수관계인,0.53
00146269,8,개인,특수관계인,0.52
00146269,9,일신문화재단,특수관계인,5.23
00146269,10,개인,특수관계인,1.43
00146269,11,개인,당해회사임원,4.72
00146269,12,개인,특수관계인,0.3
00146269,13,개인,특수관계인,0.12
00146269,14,개인,특수관계인,0.12
00146269,15,개인,특수관계인,0.08
00146269,16,개인,특수관계인,0.01
00146269,17,개인,특수관계인,0.01
00146269,18,개인,특수관계인,2.49
00146269,19,개인,특수관계인,2.97
00146269,20,개인,특수관계인,1.75
00146269,21,개인,특수관계인,1.54
00146269,22,개인,특수관계인,1.68
00146269,23,개인,당해회사임원,1.48
00146269,24,개인,특수관계인,0.14
00146269,25,개인,,52.03
00146269,26,개인,,
00157539,0,개인,본인,12.13
00157539,1,개인,특수관계인,5.78
00157539,2,개인,특수관계인,0.3
00157539,3,개인,특수관계인,0.3
00157539,4,개인,특수관계인,6.0
00157539,5,개인,특수관계인,2.91
00157539,6,개인,특수관계인,0.3
00157539,7,개인,특수관계인,1.39
00157539,8,개인,특수관계인,0.43
00157539,9,개인,특수관계인,0.26
00157539,10,개인,특수관계인,0.13
00157539,11,개인,등기임원,2.17
00157539,12,개인,특수관계인,0.16
00157539,13,개인,특수관계인,0.16
00157539,14,개인,특수관계인,0.26
00157539,15,개인,특수관계인,0.13
00157539,16,개인,특수관계인,0.13
00157539,17,개인,등기임원,0.0
00157539,18,개인,특수관계인,0.6
00157539,19,개인,특수관계인,0.3
00157539,20,개인,특수관계인,0.29
00157539,21,개인,등기임원,8.7
00157539,22,개인,특수관계인,0.3
00157539,23,개인,특수관계인,0.3
00157539,24,개인,특수관계인,0.3
00157539,25,개인,,43.73
00157539,26,개인,,
00671978,0,개인,본인,34.72
00671978,1,개인,등기임원,0.26
00671978,2,개인,등기임원,0.05
00671978,3,개인,계열사임원,0.71
00671978,4,개인,계열사임원,0.0
00671978,5,개인,계열사임원,0.01
00671978,6,개인,친인척,1.13
00671978,7,개인,친인척,1.03
00671978,8,개인,,37.9
00671978,9,개인,,
00130091,0,개인,본인,34.05
00130091,1,개인,친인척,6.58
00130091,2,개인,친인척,3.47
00130091,3,개인,친인척,3.34
00130091,4,개인,친인척,0.32
00130091,5,개인,친인척,0.13
00130091,6,개인,친인척,0.03
00130091,7,개인,친인척,0.02
00130091,8,㈜명진포장,"기타
특수관계인",0.5
00130091,9,개인,,48.44
00130091,10,개인,,
00138729,0,아세아(주),최대주주,52.19
00138729,1,(주)부국레미콘,계열사,1.12
00138729,2,개인,미등기임원,0.87
00138729,3,개인,등기임원,0.68
00138729,4,개인,기타,0.08
00138729,5,개인,기타,0.08
00138729,6,개인,,55.04
00138729,7,개인,,
00530556,0,개인,본인,21.24
00530556,1,개인,본인,0.55
00530556,2,개인,임원,0.19
00530556,3,(주)예스,특수관계인,3.62
00530556,4,(주)예스히팅테크닉스,특수관계인,0.48
00530556,5,개인,,25.56
00530556,6,개인,,0.55
00153126,0,(주)두라푸드,본인,38.08
00153126,1,개인,특수,0.13
00153126,2,개인,특수,0.13
00153126,3,개인,특수,0.13
00153126,4,개인,특수,0.13
00153126,5,(주)두라푸드,본인,1.15
00153126,6,개인,특수,10.51
00153126,7,개인,특수,0.6
00153126,8,개인,특수,1.03
00153126,9,개인,특수,4.57
00153126,10,개인,임원,0.03
00153126,11,개인,특수,0.13
00153126,12,개인,특수,0.13
00153126,13,개인,,55.02
00153126,14,개인,,1.75
00128661,0,삼지전자 주식회사,본인,49.84
00128661,1,개인,특수관계인,0.05
00128661,2,개인,특수관계인,0.03
00128661,3,개인,,49.92
00128661,4,개인,,
00641171,0,개인,본인,34.66
00641171,1,개인,,34.66
00641171,2,개인,,
00223434,0,개인,본인,15.77
00223434,1,(주)시엠테크놀로지,특수관계법인,8.46
00223434,2,개인,특수관계인,0.06
00223434,3,개인,,24.29
00223434,4,개인,,
00864338,0,개인,최대주주본인,37.56
00864338,1,개인,친인척,0.49
00864338,2,개인,친인척,0.02
00864338,3,개인,친인척,0.01
00864338,4,개인,임원,0.04
00864338,5,개인,임원,0.06
00864338,6,개인,,38.18
00864338,7,개인,,
01169267,0,개인,최대주주,24.69
01169267,1,개인,특수관계인,0.01
01169267,2,개인,임원,0.35
01169267,3,개인,특수관계인,1.91
01169267,4,개인,임원,0.62
01169267,5,개인,특수관계인,0.34
01169267,6,개인,특수관계인,1.37
01169267,7,개인,특수관계인,0.19
01169267,8,개인,특수관계인,0.03
01169267,9,개인,임원,0.15
01169267,10,개인,특수관계인,1.87
01169267,11,개인,,31.52
01169267,12,개인,,
00325112,0,개인,본인,30.5
00325112,1,개인,임원,0.0
00325112,2,개인,,30.5
00325112,3,개인,,
00925295,0,개인,본인,22.34
00925295,1,개인,제,8.19
00925295,2,개인,처,3.13
00925295,3,개인,발행회사 등기임원,0.55
00925295,4,개인,처남,0.07
00925295,5,개인,,34.28
00925295,6,개인,,
01065785,0,개인,최대주주 본인,6.27
01065785,1,개인,대표이사(각자),0.02
01065785,2,㈜노브메타파마,자기주식,0.0
01065785,3,개인,특수관계인,0.0
01065785,4,개인,최대주주 본인,6.27
01065785,5,개인,송문진/송미진의 母,3.14
01065785,6,개인,송문진/송미진의 父,3.14
01065785,7,개인,대표이사(각자),5.38
01065785,8,㈜피엔씨홀딩스,관계회사,2.6
01065785,9,개인,부사장,0.68
01065785,10,개인,송문진의 친인척,0.42
01065785,11,개인,사내이사,0.12
01065785,12,개인,,28.04
01065785,13,개인,,
00250997,0,개인,본인,26.9
00250997,1,개인,특수관계인,14.36
00250997,2,개인,특수관계인,0.0
00250997,3,개인,특수관계인,10.11
00250997,4,개인,,51.37
00250997,5,개인,,
00599957,0,개인,"최대주주 본인
 (대표이사)",31.58
00599957,1,개인,"계열회사 임원
 (공동보유자)",8.49
00599957,2,(유)벵가디아,계열회사,5.84
00599957,3,개인,"계열회사 임원
 (공동보유자)",1.43
00599957,4,개인,"계열회사 임원
 (공동보유자)",0.61
00599957,5,개인,,47.95
00599957,6,개인,,
00860332,0,개인,최대주주 본인,55.78
00860332,1,개인,계열사 임원,0.0
00860332,2,개인,계열사 임원,0.0
00860332,3,개인,혈족1촌,0.1
00860332,4,개인,임원,0.23
00860332,5,개인,계열사 임원,0.0
00860332,6,개인,계열사 임원,0.0
